Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	# Exons in Gene	# Exons in Transcript	Gene Name or Symbol	Transcript Length
PBANKA_1423100	PBANKA_1423100.1	P. berghei ANKA	PbANKA_14_v3:897,649..899,793(+)	phospholipase DDHD1, putative	No	1	3	3	N/A	1911
PBANKA_1423200	PBANKA_1423200.1	P. berghei ANKA	PbANKA_14_v3:900,982..904,002(+)	AAA family ATPase, putative	No	1	1	1	N/A	3021
PBANKA_1423300	PBANKA_1423300.1	P. berghei ANKA	PbANKA_14_v3:905,727..906,455(-)	DNA/RNA-binding protein Alba 1, putative	No	1	1	1	ALBA1	729
PBANKA_1423400	PBANKA_1423400.1	P. berghei ANKA	PbANKA_14_v3:909,169..910,208(+)	conserved Plasmodium protein, unknown function	No	1	6	6	N/A	459
PBANKA_1423500	PBANKA_1423500.1	P. berghei ANKA	PbANKA_14_v3:910,790..911,537(-)	60S ribosomal protein L13-2, putative	No	1	2	2	N/A	648
PBANKA_1423600	PBANKA_1423600.1	P. berghei ANKA	PbANKA_14_v3:913,169..914,008(+)	40S ribosomal protein S16, putative	No	1	2	2	N/A	435
PBANKA_1423700	PBANKA_1423700.1	P. berghei ANKA	PbANKA_14_v3:914,537..915,622(-)	GDP-mannose 4,6-dehydratase, putative	No	1	1	1	GMD	1086
PBANKA_1423800	PBANKA_1423800.1	P. berghei ANKA	PbANKA_14_v3:916,723..920,487(+)	ABC transporter F family member 1, putative	No	1	1	1	ABCF1	3765
PBANKA_1423900	PBANKA_1423900.1	P. berghei ANKA	PbANKA_14_v3:920,842..922,117(-)	translation initiation factor SUI1, putative	No	1	4	4	N/A	801
PBANKA_1424000	PBANKA_1424000.1	P. berghei ANKA	PbANKA_14_v3:923,805..925,349(+)	PUB domain-containing protein, putative	No	1	1	1	N/A	1545
PBANKA_1424100	PBANKA_1424100.1	P. berghei ANKA	PbANKA_14_v3:926,361..927,170(+)	mediator of RNA polymerase II transcription subunit 21, putative	No	1	3	3	MED21	561
PBANKA_1424200	PBANKA_1424200.1	P. berghei ANKA	PbANKA_14_v3:929,496..932,733(+)	conserved protein, unknown function	No	1	6	6	N/A	1986
PBANKA_1424300	PBANKA_1424300.1	P. berghei ANKA	PbANKA_14_v3:934,017..935,308(-)	conserved protein, unknown function	No	1	2	2	N/A	855
PBANKA_1424400	PBANKA_1424400.1	P. berghei ANKA	PbANKA_14_v3:938,180..939,448(+)	CS domain protein, putative	No	1	4	4	N/A	942
PBANKA_1424500	PBANKA_1424500.1	P. berghei ANKA	PbANKA_14_v3:941,055..942,860(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1806
PBANKA_1424600	PBANKA_1424600.1	P. berghei ANKA	PbANKA_14_v3:945,366..946,931(+)	conserved protein, unknown function	No	1	1	1	N/A	1566
PBANKA_1424700	PBANKA_1424700.1	P. berghei ANKA	PbANKA_14_v3:948,854..949,069(+)	conserved protein, unknown function	No	1	1	1	N/A	216
PBANKA_1424800	PBANKA_1424800.1	P. berghei ANKA	PbANKA_14_v3:950,385..950,978(-)	U1 small nuclear ribonucleoprotein C, putative	No	1	1	1	SNRPC	594
PBANKA_1424900	PBANKA_1424900.1	P. berghei ANKA	PbANKA_14_v3:952,676..953,298(+)	ubiquitin-conjugating enzyme E2, putative	No	1	2	2	N/A	498
PBANKA_1425000	PBANKA_1425000.1	P. berghei ANKA	PbANKA_14_v3:955,332..957,863(+)	RNA-binding protein, putative	No	1	1	1	N/A	2532
PBANKA_1425100	PBANKA_1425100.1	P. berghei ANKA	PbANKA_14_v3:960,267..961,904(+)	karyopherin alpha, putative	No	1	1	1	KARalpha	1638
PBANKA_1425200	PBANKA_1425200.1	P. berghei ANKA	PbANKA_14_v3:963,622..964,935(+)	sporozoite surface protein 3, putative	No	1	1	1	SSP3	1314
PBANKA_1425300	PBANKA_1425300.1	P. berghei ANKA	PbANKA_14_v3:965,491..968,634(+)	trypsin-like serine protease, putative	No	1	12	12	N/A	1299
PBANKA_1425350	PBANKA_1425350.1	P. berghei ANKA	PbANKA_14_v3:968,690..970,269(+)	GTPase, putative	No	1	5	5	N/A	876
PBANKA_1425400	PBANKA_1425400.1	P. berghei ANKA	PbANKA_14_v3:970,482..977,786(-)	proteasome activator complex subunit 4, putative	No	1	1	1	N/A	7305
PBANKA_1425500	PBANKA_1425500.1	P. berghei ANKA	PbANKA_14_v3:980,020..981,995(+)	conserved protein, unknown function	No	1	2	2	N/A	1605
PBANKA_1425600	PBANKA_1425600.1	P. berghei ANKA	PbANKA_14_v3:982,036..986,442(-)	RNA-binding protein, putative	No	1	7	7	N/A	3423
PBANKA_1425700	PBANKA_1425700.1	P. berghei ANKA	PbANKA_14_v3:987,087..988,631(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1545
PBANKA_1425800	PBANKA_1425800.1	P. berghei ANKA	PbANKA_14_v3:989,142..992,537(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3396
PBANKA_1425900	PBANKA_1425900.1	P. berghei ANKA	PbANKA_14_v3:994,424..998,423(+)	conserved protein, unknown function	No	1	2	2	N/A	3912
PBANKA_1426000	PBANKA_1426000.1	P. berghei ANKA	PbANKA_14_v3:998,498..1,001,071(-)	histone-arginine methyltransferase CARM1, putative	No	1	1	1	CARM1	2574
PBANKA_1426100	PBANKA_1426100.1	P. berghei ANKA	PbANKA_14_v3:1,001,958..1,004,317(-)	conserved protein, unknown function	No	1	4	4	N/A	1830
PBANKA_1426200	PBANKA_1426200.1	P. berghei ANKA	PbANKA_14_v3:1,007,178..1,012,583(-)	CCR4-associated factor 1, putative	No	1	1	1	CAF1	5406
PBANKA_1426300	PBANKA_1426300.1	P. berghei ANKA	PbANKA_14_v3:1,016,003..1,019,586(-)	ER membrane protein complex subunit 1, putative	No	1	2	2	EMC1	3372
PBANKA_1426400	PBANKA_1426400.1	P. berghei ANKA	PbANKA_14_v3:1,020,989..1,022,647(+)	mitochondrial carrier protein, putative	No	1	1	1	N/A	1659
PBANKA_1426500	PBANKA_1426500.1	P. berghei ANKA	PbANKA_14_v3:1,023,394..1,026,236(-)	cullin-1, putative	No	1	2	2	CUL1	2535
PBANKA_1426600	PBANKA_1426600.1	P. berghei ANKA	PbANKA_14_v3:1,028,539..1,029,708(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	1041
PBANKA_1426700	PBANKA_1426700.1	P. berghei ANKA	PbANKA_14_v3:1,030,129..1,032,585(-)	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative	No	1	3	3	PPPK-DHPS	2043
PBANKA_1426800	PBANKA_1426800.1	P. berghei ANKA	PbANKA_14_v3:1,033,268..1,034,400(+)	conserved Plasmodium protein, unknown function	No	1	6	6	N/A	429
PBANKA_1426900	PBANKA_1426900.1	P. berghei ANKA	PbANKA_14_v3:1,035,477..1,038,206(-)	ATP-dependent RNA helicase DBP1, putative	No	1	1	1	DBP1	2730
PBANKA_1427000	PBANKA_1427000.1	P. berghei ANKA	PbANKA_14_v3:1,042,035..1,044,315(+)	protein phosphatase PPM7	No	1	9	9	PPM7	918
PBANKA_1427100	PBANKA_1427100.1	P. berghei ANKA	PbANKA_14_v3:1,044,656..1,046,443(-)	aquaporin, putative	No	1	1	1	AQP2	1788
PBANKA_1427200	PBANKA_1427200.1	P. berghei ANKA	PbANKA_14_v3:1,049,870..1,052,492(+)	protein phosphatase PPM5	No	1	4	4	PPM5	1545
PBANKA_1427300	PBANKA_1427300.1	P. berghei ANKA	PbANKA_14_v3:1,053,463..1,056,246(-)	ABC1 family, putative	No	1	1	1	N/A	2784
PBANKA_1427400	PBANKA_1427400.1	P. berghei ANKA	PbANKA_14_v3:1,057,348..1,057,941(+)	apicoplast ribosomal protein L33 precursor, putative	No	1	2	2	N/A	336
PBANKA_1427500	PBANKA_1427500.1	P. berghei ANKA	PbANKA_14_v3:1,059,077..1,059,343(+)	acyl-CoA binding protein, putative	No	1	1	1	N/A	267
PBANKA_1427600	PBANKA_1427600.1	P. berghei ANKA	PbANKA_14_v3:1,060,277..1,064,153(+)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	3231
PBANKA_1427700	PBANKA_1427700.1	P. berghei ANKA	PbANKA_14_v3:1,064,943..1,067,063(+)	RuvB-like helicase 1, putative	No	1	5	5	RUVB1	1524
PBANKA_1427800	PBANKA_1427800.1	P. berghei ANKA	PbANKA_14_v3:1,069,052..1,085,620(+)	peptidase family C50, putative	No	1	1	1	N/A	16569
PBANKA_1427900	PBANKA_1427900.1	P. berghei ANKA	PbANKA_14_v3:1,086,402..1,086,716(+)	histone acetyltransferase subunit NuA4, putative	No	1	1	1	N/A	315
PBANKA_1428000	PBANKA_1428000.1	P. berghei ANKA	PbANKA_14_v3:1,087,563..1,090,205(-)	conserved protein, unknown function	No	1	1	1	N/A	2643
PBANKA_1428100	PBANKA_1428100.1	P. berghei ANKA	PbANKA_14_v3:1,093,654..1,096,635(+)	asparagine-rich antigen, putative	No	1	1	1	N/A	2982
PBANKA_1428200	PBANKA_1428200.1	P. berghei ANKA	PbANKA_14_v3:1,097,208..1,099,529(-)	conserved protein, unknown function	No	1	1	1	N/A	2322
PBANKA_1428300	PBANKA_1428300.1	P. berghei ANKA	PbANKA_14_v3:1,100,129..1,105,113(+)	WD repeat-containing protein, putative	No	1	9	9	N/A	3675
PBANKA_1428400	PBANKA_1428400.1	P. berghei ANKA	PbANKA_14_v3:1,106,374..1,107,249(+)	tetratricopeptide repeat protein, putative	No	1	1	1	N/A	876
PBANKA_1428500	PBANKA_1428500.1	P. berghei ANKA	PbANKA_14_v3:1,108,244..1,109,995(-)	glycerol-3-phosphate 1-O-acyltransferase, putative	No	1	1	1	N/A	1752
PBANKA_1428600	PBANKA_1428600.1	P. berghei ANKA	PbANKA_14_v3:1,112,346..1,113,360(-)	SND2 domain-containing protein, putative	No	1	4	4	N/A	456
PBANKA_1428700	PBANKA_1428700.1	P. berghei ANKA	PbANKA_14_v3:1,114,547..1,118,338(-)	eukaryotic translation initiation factor 3 subunit A, putative	No	1	1	1	EIF3A	3792
PBANKA_1428800	PBANKA_1428800.1	P. berghei ANKA	PbANKA_14_v3:1,121,810..1,122,775(+)	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	No	1	1	1	SDHB	966
PBANKA_1428900	PBANKA_1428900.1	P. berghei ANKA	PbANKA_14_v3:1,124,423..1,127,395(-)	bromodomain protein 2, putative	No	1	1	1	BDP2	2973
PBANKA_1429000	PBANKA_1429000.1	P. berghei ANKA	PbANKA_14_v3:1,132,168..1,133,025(+)	mediator of RNA polymerase II transcription subunit 18, putative	No	1	1	1	MED18	858
PBANKA_1429100	PBANKA_1429100.1	P. berghei ANKA	PbANKA_14_v3:1,133,261..1,133,769(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	339
PBANKA_1429200	PBANKA_1429200.1	P. berghei ANKA	PbANKA_14_v3:1,134,353..1,136,104(-)	kelch domain-containing protein, putative	No	1	1	1	S20	1752
PBANKA_1429300	PBANKA_1429300.1	P. berghei ANKA	PbANKA_14_v3:1,138,408..1,140,487(+)	integral membrane protein GPR180, putative	No	1	2	2	N/A	1953
PBANKA_1429400	PBANKA_1429400.1	P. berghei ANKA	PbANKA_14_v3:1,142,028..1,142,309(+)	dynein light chain 1, putative	No	1	1	1	N/A	282
PBANKA_1429500	PBANKA_1429500.1	P. berghei ANKA	PbANKA_14_v3:1,143,205..1,144,005(-)	DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative	No	1	3	3	RPB8	432
PBANKA_1429600	PBANKA_1429600.1	P. berghei ANKA	PbANKA_14_v3:1,144,686..1,146,953(-)	proline--tRNA ligase	No	1	1	1	PRS	2268
PBANKA_1429700	PBANKA_1429700.1	P. berghei ANKA	PbANKA_14_v3:1,148,810..1,151,495(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	2496
PBANKA_1429800	PBANKA_1429800.1	P. berghei ANKA	PbANKA_14_v3:1,153,036..1,153,638(-)	conserved protein, unknown function	No	1	2	2	N/A	420
PBANKA_1429900	PBANKA_1429900.1	P. berghei ANKA	PbANKA_14_v3:1,154,547..1,158,825(+)	GPI ethanolamine phosphate transferase 3, putative	No	1	4	4	PIGO	3879
PBANKA_1430000	PBANKA_1430000.1	P. berghei ANKA	PbANKA_14_v3:1,159,377..1,160,057(-)	histone-lysine N-methyltransferase, putative	No	1	2	2	SET5	531
PBANKA_1430100	PBANKA_1430100.1	P. berghei ANKA	PbANKA_14_v3:1,160,815..1,162,583(-)	geranylgeranyl transferase type-2 subunit beta, putative	No	1	2	2	N/A	1605
PBANKA_1430200	PBANKA_1430200.1	P. berghei ANKA	PbANKA_14_v3:1,162,713..1,163,233(-)	ER membrane protein complex subunit 6, putative	No	1	2	2	EMC6	378
PBANKA_1430300	PBANKA_1430300.1	P. berghei ANKA	PbANKA_14_v3:1,164,669..1,165,910(+)	conserved Plasmodium protein, unknown function	No	1	6	6	N/A	561
PBANKA_1430400	PBANKA_1430400.1	P. berghei ANKA	PbANKA_14_v3:1,166,210..1,167,150(-)	adrenodoxin-type ferredoxin, putative	No	1	5	5	N/A	477
PBANKA_1430500	PBANKA_1430500.1	P. berghei ANKA	PbANKA_14_v3:1,168,238..1,168,702(+)	conserved protein, unknown function	No	1	1	1	N/A	465
PBANKA_1430600	PBANKA_1430600.1	P. berghei ANKA	PbANKA_14_v3:1,169,863..1,170,706(+)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	330
PBANKA_1430700	PBANKA_1430700.1	P. berghei ANKA	PbANKA_14_v3:1,172,439..1,173,684(+)	conserved protein, unknown function	No	1	5	5	N/A	738
PBANKA_1430800	PBANKA_1430800.1	P. berghei ANKA	PbANKA_14_v3:1,174,940..1,175,587(+)	thioredoxin peroxidase 2, putative	No	1	1	1	Trx-Px2	648
PBANKA_1430900	PBANKA_1430900.1	P. berghei ANKA	PbANKA_14_v3:1,177,048..1,179,870(+)	SUN domain-containing protein, putative	No	1	2	2	N/A	2619
PBANKA_1431000	PBANKA_1431000.1	P. berghei ANKA	PbANKA_14_v3:1,180,941..1,181,798(+)	peptidyl-prolyl cis-trans isomerase, putative	No	1	1	1	CYP32	858
PBANKA_1431050	PBANKA_1431050.1	P. berghei ANKA	PbANKA_14_v3:1,182,358..1,183,030(-)	10 kDa chaperonin, putative	No	1	3	3	CPN10	309
PBANKA_1431100	PBANKA_1431100.1	P. berghei ANKA	PbANKA_14_v3:1,184,302..1,185,954(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1653
PBANKA_1431200	PBANKA_1431200.1	P. berghei ANKA	PbANKA_14_v3:1,186,953..1,187,820(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	201
PBANKA_1431300	PBANKA_1431300.1	P. berghei ANKA	PbANKA_14_v3:1,188,308..1,188,718(+)	conserved protein, unknown function	No	1	1	1	N/A	411
PBANKA_1431400	PBANKA_1431400.1	P. berghei ANKA	PbANKA_14_v3:1,188,905..1,192,273(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	3369
PBANKA_1431500	PBANKA_1431500.1	P. berghei ANKA	PbANKA_14_v3:1,193,252..1,194,331(+)	radial spoke head protein 9, putative	No	1	1	1	RSPH9	1080
PBANKA_1431600	PBANKA_1431600.1	P. berghei ANKA	PbANKA_14_v3:1,195,800..1,197,578(+)	serpentine receptor, putative	No	1	1	1	SR10	1779
PBANKA_1431700	PBANKA_1431700.1	P. berghei ANKA	PbANKA_14_v3:1,199,186..1,200,892(+)	serine--tRNA ligase, putative	No	1	1	1	N/A	1707
PBANKA_1431800	PBANKA_1431800.1	P. berghei ANKA	PbANKA_14_v3:1,201,741..1,202,604(+)	conserved protein, unknown function	No	1	1	1	N/A	864
PBANKA_1431900	PBANKA_1431900.1	P. berghei ANKA	PbANKA_14_v3:1,203,167..1,205,064(+)	glycerol-3-phosphate dehydrogenase [NAD(+)], putative	No	1	5	5	N/A	1107
PBANKA_1432000	PBANKA_1432000.1	P. berghei ANKA	PbANKA_14_v3:1,205,780..1,206,202(-)	signal recognition particle subunit SRP19, putative	No	1	1	1	SRP19	423
PBANKA_1432100	PBANKA_1432100.1	P. berghei ANKA	PbANKA_14_v3:1,207,901..1,210,099(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2199
PBANKA_1432200	PBANKA_1432200.1	P. berghei ANKA	PbANKA_14_v3:1,211,307..1,211,951(-)	male development gene 1	No	1	1	1	MDV1	645
PBANKA_1432300	PBANKA_1432300.1	P. berghei ANKA	PbANKA_14_v3:1,213,273..1,213,830(-)	cell traversal protein for ookinetes and sporozoites	No	1	1	1	CelTOS	558
PBANKA_1432400	PBANKA_1432400.1	P. berghei ANKA	PbANKA_14_v3:1,215,984..1,218,983(+)	perforin-like protein 2	No	1	1	1	PLP2	3000
PBANKA_1432500	PBANKA_1432500.1	P. berghei ANKA	PbANKA_14_v3:1,222,104..1,224,692(+)	DNA-binding chaperone, putative	No	1	1	1	N/A	2589
PBANKA_1432600	PBANKA_1432600.1	P. berghei ANKA	PbANKA_14_v3:1,225,670..1,226,092(-)	conserved protein, unknown function	No	1	1	1	N/A	423
PBANKA_1432700	PBANKA_1432700.1	P. berghei ANKA	PbANKA_14_v3:1,226,809..1,228,743(-)	meiotic recombination protein SPO11, putative	No	1	8	8	SPO11	987
PBANKA_1432800	PBANKA_1432800.1	P. berghei ANKA	PbANKA_14_v3:1,229,908..1,232,901(+)	multiple RNA-binding domain-containing protein 1, putative	No	1	1	1	MRD1	2994
PBANKA_1432900	PBANKA_1432900.1	P. berghei ANKA	PbANKA_14_v3:1,234,122..1,236,689(+)	GTP-binding protein EngA, putative	No	1	1	1	EngA	2568
PBANKA_1433000	PBANKA_1433000.1	P. berghei ANKA	PbANKA_14_v3:1,237,079..1,239,538(-)	conserved protein, unknown function	No	1	1	1	N/A	2460
PBANKA_1433100	PBANKA_1433100.1	P. berghei ANKA	PbANKA_14_v3:1,243,088..1,243,723(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	636
PBANKA_1433200	PBANKA_1433200.1	P. berghei ANKA	PbANKA_14_v3:1,245,208..1,245,894(+)	anaphase-promoting complex subunit 10, putative	No	1	1	1	APC10	687
PBANKA_1433300	PBANKA_1433300.1	P. berghei ANKA	PbANKA_14_v3:1,246,161..1,247,507(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1347
PBANKA_1433400	PBANKA_1433400.1	P. berghei ANKA	PbANKA_14_v3:1,247,676..1,247,918(-)	diphthamide biosynthesis protein 3, putative	No	1	1	1	DPH3	243
PBANKA_1433500	PBANKA_1433500.1	P. berghei ANKA	PbANKA_14_v3:1,249,205..1,250,776(+)	PPPDE peptidase domain-containing protein, putative	No	1	3	3	N/A	1233
PBANKA_1433600	PBANKA_1433600.1	P. berghei ANKA	PbANKA_14_v3:1,252,144..1,253,190(+)	thrombospondin-related apical membrane protein	No	1	1	1	TRAMP	1047
PBANKA_1433700	PBANKA_1433700.1	P. berghei ANKA	PbANKA_14_v3:1,254,662..1,256,388(+)	conserved Plasmodium protein, unknown function	No	1	5	5	N/A	1335
PBANKA_1433800	PBANKA_1433800.1	P. berghei ANKA	PbANKA_14_v3:1,256,941..1,263,363(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	6129
PBANKA_1433900	PBANKA_1433900.1	P. berghei ANKA	PbANKA_14_v3:1,264,768..1,266,570(+)	AP-2 complex subunit mu, putative	No	1	1	1	AP2-MU	1803
PBANKA_1434000	PBANKA_1434000.1	P. berghei ANKA	PbANKA_14_v3:1,267,698..1,270,350(-)	phosphate translocator, putative	No	1	10	10	N/A	1440
PBANKA_1434100	PBANKA_1434100.1	P. berghei ANKA	PbANKA_14_v3:1,272,151..1,276,119(-)	dynamin-like protein, putative	No	1	5	5	DYN3	3426
PBANKA_1434200	PBANKA_1434200.1	P. berghei ANKA	PbANKA_14_v3:1,277,637..1,280,469(-)	arginine--tRNA ligase, putative	No	1	7	7	RRS	1767
PBANKA_1434300	PBANKA_1434300.1	P. berghei ANKA	PbANKA_14_v3:1,281,442..1,283,016(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1575
PBANKA_1434400	PBANKA_1434400.1	P. berghei ANKA	PbANKA_14_v3:1,283,739..1,285,670(-)	secreted ookinete protein, putative	No	1	8	8	PSOP17	1053
PBANKA_1434500	PBANKA_1434500.1	P. berghei ANKA	PbANKA_14_v3:1,286,701..1,288,959(-)	WD repeat-containing protein, putative	No	1	1	1	N/A	2259
PBANKA_1434600	PBANKA_1434600.1	P. berghei ANKA	PbANKA_14_v3:1,292,289..1,300,325(+)	formin 2, putative	No	1	1	1	FRM2	8037
PBANKA_1434700	PBANKA_1434700.1	P. berghei ANKA	PbANKA_14_v3:1,303,281..1,309,241(+)	clathrin heavy chain, putative	No	1	1	1	N/A	5961
PBANKA_1434800	PBANKA_1434800.1	P. berghei ANKA	PbANKA_14_v3:1,310,147..1,314,994(-)	aminophospholipid-transporting P-ATPase, putative	No	1	4	4	N/A	4548
PBANKA_1434900	PBANKA_1434900.1	P. berghei ANKA	PbANKA_14_v3:1,316,771..1,317,343(-)	raf kinase inhibitor, putative	No	1	1	1	RKIP	573
PBANKA_1435000	PBANKA_1435000.1	P. berghei ANKA	PbANKA_14_v3:1,319,004..1,319,165(+)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	162
PBANKA_1435100	PBANKA_1435100.1	P. berghei ANKA	PbANKA_14_v3:1,320,270..1,320,953(+)	ribulose-phosphate 3-epimerase, putative	No	1	1	1	N/A	684
PBANKA_1435200	PBANKA_1435200.1	P. berghei ANKA	PbANKA_14_v3:1,322,038..1,323,480(-)	zinc finger protein, putative	No	1	1	1	N/A	1443
PBANKA_1435300	PBANKA_1435300.1	P. berghei ANKA	PbANKA_14_v3:1,325,840..1,327,720(+)	pre-mRNA-processing factor 17, putative	No	1	1	1	PRP17	1881
PBANKA_1435400	PBANKA_1435400.1	P. berghei ANKA	PbANKA_14_v3:1,328,312..1,335,005(-)	conserved Plasmodium protein, unknown function	No	1	3	3	N/A	6393
PBANKA_1435500	PBANKA_1435500.1	P. berghei ANKA	PbANKA_14_v3:1,335,878..1,344,036(+)	conserved Plasmodium protein, unknown function	No	1	5	5	N/A	7377
PBANKA_1435600	PBANKA_1435600.1	P. berghei ANKA	PbANKA_14_v3:1,344,577..1,345,989(+)	debranching enzyme-associated ribonuclease, putative	No	1	1	1	DRN1	1413
PBANKA_1435700	PBANKA_1435700.1	P. berghei ANKA	PbANKA_14_v3:1,346,343..1,347,359(-)	ribosome biogenesis protein TSR3, putative	No	1	1	1	TSR3	1017
PBANKA_1435800	PBANKA_1435800.1	P. berghei ANKA	PbANKA_14_v3:1,348,126..1,349,627(+)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	993
PBANKA_1435900	PBANKA_1435900.1	P. berghei ANKA	PbANKA_14_v3:1,350,312..1,353,673(-)	conserved Plasmodium protein, unknown function	No	1	6	6	UIS27	2118
PBANKA_1436100	PBANKA_1436100.1	P. berghei ANKA	PbANKA_14_v3:1,356,173..1,357,018(-)	heterochromatin protein 1	No	1	1	1	HP1	846
PBANKA_1436200	PBANKA_1436200.1	P. berghei ANKA	PbANKA_14_v3:1,361,366..1,367,456(-)	histone-lysine N-methyltransferase, H3 lysine-4 specific, putative	No	1	2	2	SET10	5982
PBANKA_1436300	PBANKA_1436300.1	P. berghei ANKA	PbANKA_14_v3:1,370,499..1,372,762(+)	conserved Plasmodium protein, unknown function	No	1	10	10	N/A	780
PBANKA_1436400	PBANKA_1436400.1	P. berghei ANKA	PbANKA_14_v3:1,373,645..1,374,537(+)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	306
PBANKA_1436500	PBANKA_1436500.1	P. berghei ANKA	PbANKA_14_v3:1,374,833..1,378,155(-)	conserved Plasmodium protein, unknown function	No	1	9	9	N/A	2133
PBANKA_1436600	PBANKA_1436600.1	P. berghei ANKA	PbANKA_14_v3:1,380,796..1,382,334(+)	inner membrane complex protein 1h	No	1	1	1	IMC1h	1539
PBANKA_1436700	PBANKA_1436700.1	P. berghei ANKA	PbANKA_14_v3:1,383,321..1,385,780(+)	heptatricopeptide repeat-containing protein, putative	No	1	1	1	N/A	2460
PBANKA_1436800	PBANKA_1436800.1	P. berghei ANKA	PbANKA_14_v3:1,386,678..1,388,015(+)	protein TSSC1, putative	No	1	1	1	N/A	1338
PBANKA_1436900	PBANKA_1436900.1	P. berghei ANKA	PbANKA_14_v3:1,388,941..1,391,434(+)	FbpA domain protein, putative	No	1	2	2	N/A	2382
PBANKA_1437000	PBANKA_1437000.1	P. berghei ANKA	PbANKA_14_v3:1,391,980..1,394,172(+)	conserved protein, unknown function	No	1	1	1	N/A	2193
PBANKA_1437100	PBANKA_1437100.1	P. berghei ANKA	PbANKA_14_v3:1,394,889..1,396,985(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	2097
PBANKA_1437200	PBANKA_1437200.1	P. berghei ANKA	PbANKA_14_v3:1,399,132..1,400,658(-)	conserved Plasmodium protein, unknown function	No	1	1	1	N/A	1527
PBANKA_1437300	PBANKA_1437300.1	P. berghei ANKA	PbANKA_14_v3:1,403,252..1,405,678(-)	endoplasmin, putative	No	1	1	1	GRP94	2427
PBANKA_1437400	PBANKA_1437400.1	P. berghei ANKA	PbANKA_14_v3:1,408,104..1,410,203(-)	diphthine--ammonia ligase, putative	No	1	7	7	DPH6	744
PBANKA_1437500	PBANKA_1437500.1	P. berghei ANKA	PbANKA_14_v3:1,416,412..1,423,431(+)	AP2 domain transcription factor AP2-G	No	1	1	1	AP2-G	7020
PBANKA_1437600	PBANKA_1437600.1	P. berghei ANKA	PbANKA_14_v3:1,425,602..1,426,156(+)	glideosome-associated protein 45, putative	No	1	1	1	GAP45	555
PBANKA_1437700	PBANKA_1437700.1	P. berghei ANKA	PbANKA_14_v3:1,427,048..1,428,708(-)	conserved Plasmodium protein, unknown function	No	1	7	7	N/A	786
PBANKA_1437800	PBANKA_1437800.1	P. berghei ANKA	PbANKA_14_v3:1,429,853..1,431,683(+)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	1422
PBANKA_1437900	PBANKA_1437900.1	P. berghei ANKA	PbANKA_14_v3:1,431,837..1,432,826(-)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	402
PBANKA_1438000	PBANKA_1438000.1	P. berghei ANKA	PbANKA_14_v3:1,434,377..1,436,308(-)	cAMP-dependent protein kinase regulatory subunit, putative	No	1	3	3	PKAr	1311
PBANKA_1438100	PBANKA_1438100.1	P. berghei ANKA	PbANKA_14_v3:1,438,777..1,440,144(+)	nucleus export protein BRR6, putative	No	1	1	1	N/A	1368
PBANKA_1438200	PBANKA_1438200.1	P. berghei ANKA	PbANKA_14_v3:1,441,210..1,444,719(-)	DNA gyrase subunit A, putative	No	1	1	1	GyrA	3510
PBANKA_1438300	PBANKA_1438300.1	P. berghei ANKA	PbANKA_14_v3:1,446,488..1,451,935(+)	phospholipid-transporting ATPase, putative	No	1	6	6	N/A	4812
PBANKA_1438400	PBANKA_1438400.1	P. berghei ANKA	PbANKA_14_v3:1,452,049..1,464,962(-)	conserved Plasmodium protein, unknown function	No	1	4	4	N/A	12543
PBANKA_1438500	PBANKA_1438500.1	P. berghei ANKA	PbANKA_14_v3:1,466,234..1,471,149(-)	conserved Plasmodium protein, unknown function	No	1	2	2	N/A	4686
PBANKA_1438600	PBANKA_1438600.1	P. berghei ANKA	PbANKA_14_v3:1,472,238..1,473,168(+)	vacuolar iron transporter	No	1	2	2	VIT	822
